iter	Logloss
157	0.4692527061
158	0.4691604969
159	0.4688608515
160	0.4687022134
161	0.468499677
162	0.468283274
163	0.4680707234
164	0.4678534005
165	0.4675764112
166	0.4673780911
167	0.4671581886
168	0.4669208694
169	0.4668233176
170	0.4667123199
171	0.4666307122
172	0.4664647678
173	0.4661973296
174	0.4659829478
175	0.4658363597
176	0.4656204265
177	0.4654099045
178	0.4652785417
179	0.4650988025
180	0.4649631475
181	0.4647719936
182	0.4644488619
183	0.4641881814
184	0.4639275493
185	0.4637661484
186	0.4635620885
187	0.4633281442
188	0.4630601716
189	0.4627739419
190	0.4625103577
191	0.4623368775
192	0.4621285946
193	0.4616039013
194	0.46144096
195	0.4611810521
196	0.4610386954
197	0.4607908315
198	0.4605916583
199	0.460338874
200	0.4601319203
201	0.4599771955
202	0.4598491301
203	0.4596954956
204	0.4595310702
205	0.4593995469
206	0.4591427358
207	0.4590050717
208	0.4588515213
209	0.458642273
210	0.4583991385
211	0.4581260481
212	0.4579970331
213	0.4577896537
214	0.4574787651
215	0.4573585663
216	0.4571747732
217	0.4568972997
218	0.456758979
219	0.4564468306
220	0.4562479184
221	0.4560797914
222	0.4558350412
223	0.4556981144
224	0.4554612514
225	0.4552804022
226	0.4550735813
227	0.4548872416
228	0.4548023674
229	0.454551305
230	0.4542762516
231	0.4541257675
232	0.4539194712
233	0.4537655955
234	0.4536560683
235	0.4534692884
236	0.4533563611
237	0.4532279156
238	0.4531009189
239	0.4529979566
240	0.4527641449
241	0.4525034006
242	0.4523631976
243	0.4521311671
244	0.4519811413
245	0.4517864832
246	0.4515960277
247	0.4512442347
248	0.4509565516
249	0.4507664691
250	0.4505250238
251	0.4503166763
252	0.4500819253
253	0.4499162458
254	0.4496950619
255	0.4494599934
256	0.4492493448
257	0.4490639679
258	0.4489695388
259	0.4487189588
260	0.4485999054
261	0.4482058278
262	0.4479839914
263	0.4477085724
264	0.4474506089
265	0.4472799903
266	0.4470987056
267	0.4468508228
268	0.4465514263
269	0.4462508446
270	0.4460195197
271	0.4458972929
272	0.4457052595
273	0.4455404668
274	0.4454060685
275	0.4452109879
276	0.4450187852
277	0.4448151668
278	0.4445378356
279	0.4443709081
280	0.444040311
281	0.4435654551
282	0.4433545962
283	0.4430286484
284	0.4428962921
285	0.4426612278
286	0.4425666444
287	0.4423665581
288	0.4421949618
289	0.4419803994
290	0.4417460315
291	0.4415448164
292	0.4413908147
293	0.4411352364
294	0.4409320385
295	0.4406575597
296	0.4404908956
297	0.4403103683
298	0.4400918237
299	0.4398235734
300	0.439682572
301	0.4395181471
302	0.4392852725
303	0.4389105602
304	0.4387631715
305	0.4386408383
306	0.4384012051
307	0.4382549484
308	0.438065332
309	0.4379199909
310	0.4376911884
311	0.4374379741
312	0.4372224658
313	0.4369711912
314	0.4368151899
315	0.4365688761
316	0.4363855445
317	0.4362004526
318	0.4360079838
319	0.4357563855
320	0.4355050105
321	0.4353068889
322	0.4351391344
323	0.4349856932
324	0.4347587643
325	0.4344958778
326	0.4343570455
327	0.4342001742
328	0.4339899956
329	0.4338219833
330	0.4335932221
331	0.4333134167
332	0.4330599957
333	0.4329094181
334	0.4327389783
335	0.4326186297
336	0.4323621992
337	0.4321995217
338	0.431980583
339	0.4317731467
340	0.4316236168
341	0.431466276
342	0.4312394284
343	0.4309373146
344	0.4307877921
345	0.4305483938
346	0.4304497173
347	0.4302798027
348	0.4300758505
349	0.4299095242
350	0.4296895813
351	0.4294167587
352	0.4292543289
353	0.4290074537
354	0.428915272
355	0.4288336708
356	0.4286743347
357	0.428617925
358	0.4283159926
359	0.4282160814
360	0.4279488409
361	0.4277467486
362	0.4275074722
363	0.4273289124
364	0.4271677516
365	0.4269988031
366	0.4268479687
367	0.4266295714
368	0.4263984004
369	0.4262263931
370	0.4260696614
371	0.4258604287
372	0.4257638645
373	0.425505707
374	0.4252000087
375	0.4249788683
376	0.424732248
377	0.4243943515
378	0.4242148062
379	0.4240951772
380	0.4239163365
381	0.4237233592
382	0.423598681
383	0.4234476047
384	0.423298096
385	0.4231158091
386	0.4229466523
387	0.4228584953
388	0.4226093787
389	0.4224473538
390	0.4222850864
391	0.4220761147
392	0.4219136384
393	0.4217170836
394	0.4215872047
395	0.4214785558
396	0.4212154654
397	0.4210011363
398	0.4208293404
399	0.4206115735
400	0.4204674158
401	0.4203957732
402	0.42019013
403	0.4200594866
404	0.4199332455
405	0.4198859122
406	0.4197922446
407	0.4196635611
408	0.4195386873
409	0.4193173645
410	0.419147711
411	0.4189705101
412	0.4187945911
413	0.4186133912
414	0.4185139951
415	0.4182761032
416	0.4181187619
417	0.4179243465
418	0.4176313645
419	0.4173924907
420	0.4172062074
421	0.4170071835
422	0.4168261913
423	0.4167840775
424	0.4165759178
425	0.4164326517
426	0.4162644086
427	0.4160924525
428	0.4158773865
429	0.4156737182
430	0.4154772818
431	0.4153000751
432	0.4151335505
433	0.4149863226
434	0.4147324825
435	0.4145442659
436	0.4143589625
437	0.4141688011
438	0.4140377583
439	0.4139146551
440	0.4136887921
441	0.4135189319
442	0.413385934
443	0.4131887741
444	0.4129949479
445	0.4128021605
446	0.4125303772
447	0.4122979855
448	0.412215833
449	0.4121240153
450	0.4119512476
451	0.4118139524
452	0.4115771003
453	0.4114019819
454	0.4112363788
455	0.4109965976
456	0.4107672185
457	0.4106167293
458	0.4105562047
459	0.4104814962
460	0.4103208137
461	0.4102477609
462	0.4101157968
463	0.409874114
464	0.4096973928
465	0.4094693842
466	0.4093200119
467	0.4091114094
468	0.4089451009
469	0.4087890515
470	0.4086001436
471	0.4084344435
472	0.4083136837
473	0.4082675844
474	0.4081500509
475	0.4080426813
476	0.4078403678
477	0.4076589655
478	0.4074928054
479	0.4074027805
480	0.4072650603
481	0.4070356733
482	0.4068449884
483	0.4067561341
484	0.4065552186
485	0.406347079
486	0.4061384537
487	0.4059154204
488	0.4057356446
489	0.405506586
490	0.4052761805
491	0.4049265853
492	0.4047218508
493	0.4046000512
494	0.4044605508
495	0.4042595784
496	0.4040782249
497	0.4038593195
498	0.4035887709
499	0.4034437261
